m_bError = False | m_ID = 1 | m_mName = Hero_mName_1 | m_SkinId = 1011 | m_PreLoadID = 1 | m_Prefabs = hero_gongjianshou | m_Size = 0.75 | m_GuideType = 1 | m_Head = Atlas_HeadIcon/HeroHead001 | m_HeadExt = Atlas_HeadIcon/HeroHead0481 | m_SmallMap = Hero011 | m_LargeMap = Hero011 | m_SkillList = [System.Int32[][]] | m_Sort = [System.Int32[]] | m_SortIcon = Atlas_BattleSelMode/gongshou | m_Specialty = [System.Int32[]] | m_AbilityShow = [System.Int32[]] | m_occupation = 5 | m_RecommendEquip = [System.Int32[]] | m_SurvivalHeroSort = 1 | m_SurvivalRecommendEquipType = [System.Int32[][]] | m_RecommendRune = 20001 | m_RecommendSkill = [System.Int32[]] | m_RecommendLevel = [System.Int32[]] | m_HeroVoice = [System.String[]] | m_DeathVoice = [System.String[]] | m_TypeRadius = 25 | m_BaseSpeed = 260 | m_MoveSpeed = 240 | m_BasePhyAtt = 117 | m_BaseMagAtt = 0 | m_AttSpeed = 10625 | m_AttSpeed_show = 0.8 | m_PhyBaseShield = 17 | m_MagBaseShield = 10 | m_BaseHp = 2524 | m_FightHpRec = 30 | m_BaseMp = 445 | m_FightMpRec = 15 | m_XpMax = 0 | m_CostType = [System.Int32[]] | m_Crit = 0 | m_HeivySpellAtt = 0 | m_LevelPhyAtt = 1550 | m_LevelMagAtt = 0 | m_LevelAttSpeed = 26500 | m_PhyLevelShield = 324 | m_MagLevelShield = 170 | m_LevelHp = 13850 | m_HPLevelRec = 112 | m_LevelMp = 10000 | m_MPLevelRec = 100 | m_HeroGroup = [System.Int32[]] | m_HeroTask = [System.Int32[]] | m_mTale = Hero_mTale_1 | nullObj = MobileLegendsTool.TableReader.TableName.Hero_Element | 
m_bError = False | m_ID = 406 | m_mName = Hero_mName_406 | m_SkinId = 1071 | m_PreLoadID = 7 | m_Prefabs = hero_alucard | m_Size = 0.8 | m_GuideType = 2 | m_Head = Atlas_HeadIcon/HeroHead007 | m_HeadExt =  | m_SmallMap = Hero071 | m_LargeMap = Hero071 | m_SkillList = [System.Int32[][]] | m_Sort = [System.Int32[]] | m_SortIcon = Atlas_BattleSelMode/zhanshi | m_Specialty = [System.Int32[]] | m_AbilityShow = [System.Int32[]] | m_occupation = 2 | m_RecommendEquip = [System.Int32[]] | m_SurvivalHeroSort = 0 | m_SurvivalRecommendEquipType = [System.Int32[][]] | m_RecommendRune = 20001 | m_RecommendSkill = [System.Int32[]] | m_RecommendLevel = [System.Int32[]] | m_HeroVoice = [System.String[]] | m_DeathVoice = [System.String[]] | m_TypeRadius = 25 | m_BaseSpeed = 270 | m_MoveSpeed = 265 | m_BasePhyAtt = 128 | m_BaseMagAtt = 0 | m_AttSpeed = 11250 | m_AttSpeed_show = 0.8 | m_PhyBaseShield = 22 | m_MagBaseShield = 10 | m_BaseHp = 2593 | m_FightHpRec = 39 | m_BaseMp = 419 | m_FightMpRec = 16 | m_XpMax = 0 | m_CostType = [System.Int32[]] | m_Crit = 0 | m_HeivySpellAtt = 0 | m_LevelPhyAtt = 865 | m_LevelMagAtt = 0 | m_LevelAttSpeed = 30000 | m_PhyLevelShield = 480 | m_MagLevelShield = 170 | m_LevelHp = 21000 | m_HPLevelRec = 225 | m_LevelMp = 10000 | m_MPLevelRec = 100 | m_HeroGroup = [System.Int32[]] | m_HeroTask = [System.Int32[]] | m_mTale = Hero_mTale_406 | nullObj = MobileLegendsTool.TableReader.TableName.Hero_Element | 
m_bError = False | m_ID = 407 | m_mName = Hero_mName_407 | m_SkinId = 1081 | m_PreLoadID = 8 | m_Prefabs = hero_pofa | m_Size = 0.75 | m_GuideType = 2 | m_Head = Atlas_HeadIcon/HeroHead008 | m_HeadExt =  | m_SmallMap = Hero081_add | m_LargeMap = Hero081_add | m_SkillList = [System.Int32[][]] | m_Sort = [System.Int32[]] | m_SortIcon = Atlas_BattleSelMode/cike | m_Specialty = [System.Int32[]] | m_AbilityShow = [System.Int32[]] | m_occupation = 3 | m_RecommendEquip = [System.Int32[]] | m_SurvivalHeroSort = 0 | m_SurvivalRecommendEquipType = [System.Int32[][]] | m_RecommendRune = 20002 | m_RecommendSkill = [System.Int32[]] | m_RecommendLevel = [System.Int32[]] | m_HeroVoice = [System.String[]] | m_DeathVoice = [System.String[]] | m_TypeRadius = 25 | m_BaseSpeed = 260 | m_MoveSpeed = 265 | m_BasePhyAtt = 129 | m_BaseMagAtt = 0 | m_AttSpeed = 11250 | m_AttSpeed_show = 0.8 | m_PhyBaseShield = 20 | m_MagBaseShield = 10 | m_BaseHp = 2605 | m_FightHpRec = 39 | m_BaseMp = 431 | m_FightMpRec = 16 | m_XpMax = 0 | m_CostType = [System.Int32[]] | m_Crit = 0 | m_HeivySpellAtt = 0 | m_LevelPhyAtt = 825 | m_LevelMagAtt = 0 | m_LevelAttSpeed = 30000 | m_PhyLevelShield = 440 | m_MagLevelShield = 170 | m_LevelHp = 19900 | m_HPLevelRec = 225 | m_LevelMp = 10000 | m_MPLevelRec = 100 | m_HeroGroup = [System.Int32[]] | m_HeroTask = [System.Int32[]] | m_mTale = Hero_mTale_407 | nullObj = MobileLegendsTool.TableReader.TableName.Hero_Element | 
m_bError = False | m_ID = 408 | m_mName = Hero_mName_408 | m_SkinId = 1091 | m_PreLoadID = 9 | m_Prefabs = hero_xiongmao | m_Size = 0.8 | m_GuideType = 2 | m_Head = Atlas_HeadIcon/HeroHead009 | m_HeadExt =  | m_SmallMap = Hero091_add | m_LargeMap = Hero091_add | m_SkillList = [System.Int32[][]] | m_Sort = [System.Int32[]] | m_SortIcon = Atlas_BattleSelMode/tanke | m_Specialty = [System.Int32[]] | m_AbilityShow = [System.Int32[]] | m_occupation = 1 | m_RecommendEquip = [System.Int32[]] | m_SurvivalHeroSort = 0 | m_SurvivalRecommendEquipType = [System.Int32[][]] | m_RecommendRune = 20001 | m_RecommendSkill = [System.Int32[]] | m_RecommendLevel = [System.Int32[]] | m_HeroVoice = [System.String[]] | m_DeathVoice = [System.String[]] | m_TypeRadius = 31 | m_BaseSpeed = 280 | m_MoveSpeed = 265 | m_BasePhyAtt = 122 | m_BaseMagAtt = 0 | m_AttSpeed = 10625 | m_AttSpeed_show = 0.8 | m_PhyBaseShield = 24 | m_MagBaseShield = 10 | m_BaseHp = 2811 | m_FightHpRec = 42 | m_BaseMp = 422 | m_FightMpRec = 12 | m_XpMax = 0 | m_CostType = [System.Int32[]] | m_Crit = 0 | m_HeivySpellAtt = 0 | m_LevelPhyAtt = 560 | m_LevelMagAtt = 0 | m_LevelAttSpeed = 20000 | m_PhyLevelShield = 380 | m_MagLevelShield = 170 | m_LevelHp = 27000 | m_HPLevelRec = 300 | m_LevelMp = 10000 | m_MPLevelRec = 100 | m_HeroGroup = [System.Int32[]] | m_HeroTask = [System.Int32[]] | m_mTale = Hero_mTale_408 | nullObj = MobileLegendsTool.TableReader.TableName.Hero_Element | 
m_bError = False | m_ID = 409 | m_mName = Hero_mName_409 | m_SkinId = 1101 | m_PreLoadID = 10 | m_Prefabs = hero_franco | m_Size = 0.8 | m_GuideType = 2 | m_Head = Atlas_HeadIcon/HeroHead010 | m_HeadExt =  | m_SmallMap = Hero101_add | m_LargeMap = Hero101_add | m_SkillList = [System.Int32[][]] | m_Sort = [System.Int32[]] | m_SortIcon = Atlas_BattleSelMode/zhanshi | m_Specialty = [System.Int32[]] | m_AbilityShow = [System.Int32[]] | m_occupation = 2 | m_RecommendEquip = [System.Int32[]] | m_SurvivalHeroSort = 0 | m_SurvivalRecommendEquipType = [System.Int32[][]] | m_RecommendRune = 20001 | m_RecommendSkill = [System.Int32[]] | m_RecommendLevel = [System.Int32[]] | m_HeroVoice = [System.String[]] | m_DeathVoice = [System.String[]] | m_TypeRadius = 31 | m_BaseSpeed = 360 | m_MoveSpeed = 255 | m_BasePhyAtt = 123 | m_BaseMagAtt = 0 | m_AttSpeed = 10325 | m_AttSpeed_show = 0.8 | m_PhyBaseShield = 25 | m_MagBaseShield = 10 | m_BaseHp = 2709 | m_FightHpRec = 46 | m_BaseMp = 440 | m_FightMpRec = 10 | m_XpMax = 0 | m_CostType = [System.Int32[]] | m_Crit = 0 | m_HeivySpellAtt = 0 | m_LevelPhyAtt = 720 | m_LevelMagAtt = 0 | m_LevelAttSpeed = 15000 | m_PhyLevelShield = 530 | m_MagLevelShield = 170 | m_LevelHp = 25900 | m_HPLevelRec = 340 | m_LevelMp = 10000 | m_MPLevelRec = 100 | m_HeroGroup = [System.Int32[]] | m_HeroTask = [System.Int32[]] | m_mTale = Hero_mTale_409 | nullObj = MobileLegendsTool.TableReader.TableName.Hero_Element | 
m_bError = False | m_ID = 410 | m_mName = Hero_mName_410 | m_SkinId = 1111 | m_PreLoadID = 11 | m_Prefabs = hero_newchuanzhang | m_Size = 0.8 | m_GuideType = 2 | m_Head = Atlas_HeadIcon/HeroHead011 | m_HeadExt =  | m_SmallMap = Hero111_add | m_LargeMap = Hero111_add | m_SkillList = [System.Int32[][]] | m_Sort = [System.Int32[]] | m_SortIcon = Atlas_BattleSelMode/zhanshi | m_Specialty = [System.Int32[]] | m_AbilityShow = [System.Int32[]] | m_occupation = 2 | m_RecommendEquip = [System.Int32[]] | m_SurvivalHeroSort = 0 | m_SurvivalRecommendEquipType = [System.Int32[][]] | m_RecommendRune = 20001 | m_RecommendSkill = [System.Int32[]] | m_RecommendLevel = [System.Int32[]] | m_HeroVoice = [System.String[]] | m_DeathVoice = [System.String[]] | m_TypeRadius = 25 | m_BaseSpeed = 360 | m_MoveSpeed = 265 | m_BasePhyAtt = 124 | m_BaseMagAtt = 0 | m_AttSpeed = 10125 | m_AttSpeed_show = 0.8 | m_PhyBaseShield = 23 | m_MagBaseShield = 10 | m_BaseHp = 2759 | m_FightHpRec = 42 | m_BaseMp = 433 | m_FightMpRec = 12 | m_XpMax = 0 | m_CostType = [System.Int32[]] | m_Crit = 0 | m_HeivySpellAtt = 0 | m_LevelPhyAtt = 720 | m_LevelMagAtt = 0 | m_LevelAttSpeed = 20000 | m_PhyLevelShield = 530 | m_MagLevelShield = 170 | m_LevelHp = 27000 | m_HPLevelRec = 300 | m_LevelMp = 10000 | m_MPLevelRec = 100 | m_HeroGroup = [System.Int32[]] | m_HeroTask = [System.Int32[]] | m_mTale = Hero_mTale_410 | nullObj = MobileLegendsTool.TableReader.TableName.Hero_Element | 
m_bError = False | m_ID = 411 | m_mName = Hero_mName_411 | m_SkinId = 1041 | m_PreLoadID = 4 | m_Prefabs = hero_xixuegui | m_Size = 0.75 | m_GuideType = 2 | m_Head = Atlas_HeadIcon/HeroHead004 | m_HeadExt =  | m_SmallMap = Hero041_add | m_LargeMap = Hero041_add | m_SkillList = [System.Int32[][]] | m_Sort = [System.Int32[]] | m_SortIcon = Atlas_BattleSelMode/fashi | m_Specialty = [System.Int32[]] | m_AbilityShow = [System.Int32[]] | m_occupation = 4 | m_RecommendEquip = [System.Int32[]] | m_SurvivalHeroSort = 0 | m_SurvivalRecommendEquipType = [System.Int32[][]] | m_RecommendRune = 20002 | m_RecommendSkill = [System.Int32[]] | m_RecommendLevel = [System.Int32[]] | m_HeroVoice = [System.String[]] | m_DeathVoice = [System.String[]] | m_TypeRadius = 25 | m_BaseSpeed = 280 | m_MoveSpeed = 240 | m_BasePhyAtt = 116 | m_BaseMagAtt = 0 | m_AttSpeed = 10000 | m_AttSpeed_show = 0.8 | m_PhyBaseShield = 21 | m_MagBaseShield = 10 | m_BaseHp = 1250 | m_FightHpRec = 36 | m_BaseMp = 493 | m_FightMpRec = 18 | m_XpMax = 0 | m_CostType = [System.Int32[]] | m_Crit = 0 | m_HeivySpellAtt = 0 | m_LevelPhyAtt = 505 | m_LevelMagAtt = 0 | m_LevelAttSpeed = 7000 | m_PhyLevelShield = 360 | m_MagLevelShield = 170 | m_LevelHp = 15750 | m_HPLevelRec = 150 | m_LevelMp = 11000 | m_MPLevelRec = 100 | m_HeroGroup = [System.Int32[]] | m_HeroTask = [System.Int32[]] | m_mTale = Hero_mTale_411 | nullObj = MobileLegendsTool.TableReader.TableName.Hero_Element | 
m_bError = False | m_ID = 416 | m_mName = Hero_mName_416 | m_SkinId = 1161 | m_PreLoadID = 16 | m_Prefabs = hero_zhaoyun | m_Size = 0.8 | m_GuideType = 2 | m_Head = Atlas_HeadIcon/HeroHead016 | m_HeadExt =  | m_SmallMap = Hero161 | m_LargeMap = Hero161 | m_SkillList = [System.Int32[][]] | m_Sort = [System.Int32[]] | m_SortIcon = Atlas_BattleSelMode/zhanshi | m_Specialty = [System.Int32[]] | m_AbilityShow = [System.Int32[]] | m_occupation = 2 | m_RecommendEquip = [System.Int32[]] | m_SurvivalHeroSort = 0 | m_SurvivalRecommendEquipType = [System.Int32[][]] | m_RecommendRune = 20001 | m_RecommendSkill = [System.Int32[]] | m_RecommendLevel = [System.Int32[]] | m_HeroVoice = [System.String[]] | m_DeathVoice = [System.String[]] | m_TypeRadius = 25 | m_BaseSpeed = 270 | m_MoveSpeed = 270 | m_BasePhyAtt = 133 | m_BaseMagAtt = 0 | m_AttSpeed = 12050 | m_AttSpeed_show = 0.8 | m_PhyBaseShield = 25 | m_MagBaseShield = 10 | m_BaseHp = 2689 | m_FightHpRec = 35 | m_BaseMp = 405 | m_FightMpRec = 16 | m_XpMax = 0 | m_CostType = [System.Int32[]] | m_Crit = 0 | m_HeivySpellAtt = 0 | m_LevelPhyAtt = 665 | m_LevelMagAtt = 0 | m_LevelAttSpeed = 33000 | m_PhyLevelShield = 385 | m_MagLevelShield = 170 | m_LevelHp = 20200 | m_HPLevelRec = 203 | m_LevelMp = 10000 | m_MPLevelRec = 100 | m_HeroGroup = [System.Int32[]] | m_HeroTask = [System.Int32[]] | m_mTale = Hero_mTale_416 | nullObj = MobileLegendsTool.TableReader.TableName.Hero_Element | 
m_bError = False | m_ID = 418 | m_mName = Hero_mName_418 | m_SkinId = 1181 | m_PreLoadID = 18 | m_Prefabs = hero_shooter | m_Size = 0.75 | m_GuideType = 2 | m_Head = Atlas_HeadIcon/HeroHead018 | m_HeadExt =  | m_SmallMap = Hero181 | m_LargeMap = Hero181 | m_SkillList = [System.Int32[][]] | m_Sort = [System.Int32[]] | m_SortIcon = Atlas_BattleSelMode/gongshou | m_Specialty = [System.Int32[]] | m_AbilityShow = [System.Int32[]] | m_occupation = 5 | m_RecommendEquip = [System.Int32[]] | m_SurvivalHeroSort = 0 | m_SurvivalRecommendEquipType = [System.Int32[][]] | m_RecommendRune = 20001 | m_RecommendSkill = [System.Int32[]] | m_RecommendLevel = [System.Int32[]] | m_HeroVoice = [System.String[]] | m_DeathVoice = [System.String[]] | m_TypeRadius = 25 | m_BaseSpeed = 250 | m_MoveSpeed = 235 | m_BasePhyAtt = 130 | m_BaseMagAtt = 0 | m_AttSpeed = 10625 | m_AttSpeed_show = 0.8 | m_PhyBaseShield = 15 | m_MagBaseShield = 10 | m_BaseHp = 2500 | m_FightHpRec = 27 | m_BaseMp = 424 | m_FightMpRec = 14 | m_XpMax = 0 | m_CostType = [System.Int32[]] | m_Crit = 0 | m_HeivySpellAtt = 0 | m_LevelPhyAtt = 1075 | m_LevelMagAtt = 0 | m_LevelAttSpeed = 37000 | m_PhyLevelShield = 315 | m_MagLevelShield = 170 | m_LevelHp = 13350 | m_HPLevelRec = 102 | m_LevelMp = 10000 | m_MPLevelRec = 115 | m_HeroGroup = [System.Int32[]] | m_HeroTask = [System.Int32[]] | m_mTale = Hero_mTale_418 | nullObj = MobileLegendsTool.TableReader.TableName.Hero_Element | 
m_bError = False | m_ID = 420 | m_mName = Hero_mName_420 | m_SkinId = 1201 | m_PreLoadID = 20 | m_Prefabs = hero_lolita | m_Size = 0.75 | m_GuideType = 2 | m_Head = Atlas_HeadIcon/HeroHead020 | m_HeadExt =  | m_SmallMap = Hero201_add | m_LargeMap = Hero201_add | m_SkillList = [System.Int32[][]] | m_Sort = [System.Int32[]] | m_SortIcon = Atlas_BattleSelMode/tanke | m_Specialty = [System.Int32[]] | m_AbilityShow = [System.Int32[]] | m_occupation = 1 | m_RecommendEquip = [System.Int32[]] | m_SurvivalHeroSort = 0 | m_SurvivalRecommendEquipType = [System.Int32[][]] | m_RecommendRune = 20002 | m_RecommendSkill = [System.Int32[]] | m_RecommendLevel = [System.Int32[]] | m_HeroVoice = [System.String[]] | m_DeathVoice = [System.String[]] | m_TypeRadius = 25 | m_BaseSpeed = 280 | m_MoveSpeed = 260 | m_BasePhyAtt = 115 | m_BaseMagAtt = 0 | m_AttSpeed = 9825 | m_AttSpeed_show = 0.8 | m_PhyBaseShield = 27 | m_MagBaseShield = 10 | m_BaseHp = 2679 | m_FightHpRec = 48 | m_BaseMp = 0 | m_FightMpRec = 0 | m_XpMax = 100 | m_CostType = [System.Int32[]] | m_Crit = 0 | m_HeivySpellAtt = 0 | m_LevelPhyAtt = 685 | m_LevelMagAtt = 0 | m_LevelAttSpeed = 13000 | m_PhyLevelShield = 350 | m_MagLevelShield = 170 | m_LevelHp = 22800 | m_HPLevelRec = 305 | m_LevelMp = 0 | m_MPLevelRec = 0 | m_HeroGroup = [System.Int32[]] | m_HeroTask = [System.Int32[]] | m_mTale = Hero_mTale_420 | nullObj = MobileLegendsTool.TableReader.TableName.Hero_Element | 
m_bError = False | m_ID = 422 | m_mName = Hero_mName_422 | m_SkinId = 1221 | m_PreLoadID = 22 | m_Prefabs = hero_freya | m_Size = 0.85 | m_GuideType = 2 | m_Head = Atlas_HeadIcon/HeroHead022 | m_HeadExt =  | m_SmallMap = Hero221_add | m_LargeMap = Hero221_add | m_SkillList = [System.Int32[][]] | m_Sort = [System.Int32[]] | m_SortIcon = Atlas_BattleSelMode/zhanshi | m_Specialty = [System.Int32[]] | m_AbilityShow = [System.Int32[]] | m_occupation = 2 | m_RecommendEquip = [System.Int32[]] | m_SurvivalHeroSort = 0 | m_SurvivalRecommendEquipType = [System.Int32[][]] | m_RecommendRune = 20001 | m_RecommendSkill = [System.Int32[]] | m_RecommendLevel = [System.Int32[]] | m_HeroVoice = [System.String[]] | m_DeathVoice = [System.String[]] | m_TypeRadius = 25 | m_BaseSpeed = 270 | m_MoveSpeed = 260 | m_BasePhyAtt = 109 | m_BaseMagAtt = 0 | m_AttSpeed = 10950 | m_AttSpeed_show = 0.8 | m_PhyBaseShield = 22 | m_MagBaseShield = 10 | m_BaseHp = 1250 | m_FightHpRec = 49 | m_BaseMp = 462 | m_FightMpRec = 14 | m_XpMax = 0 | m_CostType = [System.Int32[]] | m_Crit = 0 | m_HeivySpellAtt = 0 | m_LevelPhyAtt = 765 | m_LevelMagAtt = 0 | m_LevelAttSpeed = 38000 | m_PhyLevelShield = 356 | m_MagLevelShield = 170 | m_LevelHp = 22600 | m_HPLevelRec = 229 | m_LevelMp = 10000 | m_MPLevelRec = 99 | m_HeroGroup = [System.Int32[]] | m_HeroTask = [System.Int32[]] | m_mTale = Hero_mTale_422 | nullObj = MobileLegendsTool.TableReader.TableName.Hero_Element | 
m_bError = False | m_ID = 423 | m_mName = Hero_mName_423 | m_SkinId = 1181 | m_PreLoadID = 18 | m_Prefabs = hero_shooter | m_Size = 0.75 | m_GuideType = 2 | m_Head = Atlas_HeadIcon/HeroHead018 | m_HeadExt =  | m_SmallMap = Hero181 | m_LargeMap = Hero181 | m_SkillList = [System.Int32[][]] | m_Sort = [System.Int32[]] | m_SortIcon = Atlas_BattleSelMode/gongshou | m_Specialty = [System.Int32[]] | m_AbilityShow = [System.Int32[]] | m_occupation = 5 | m_RecommendEquip = [System.Int32[]] | m_SurvivalHeroSort = 0 | m_SurvivalRecommendEquipType = [System.Int32[][]] | m_RecommendRune = 20001 | m_RecommendSkill = [System.Int32[]] | m_RecommendLevel = [System.Int32[]] | m_HeroVoice = [System.String[]] | m_DeathVoice = [System.String[]] | m_TypeRadius = 25 | m_BaseSpeed = 250 | m_MoveSpeed = 235 | m_BasePhyAtt = 130000 | m_BaseMagAtt = 0 | m_AttSpeed = 10625 | m_AttSpeed_show = 0.8 | m_PhyBaseShield = 15 | m_MagBaseShield = 10 | m_BaseHp = 2500 | m_FightHpRec = 27 | m_BaseMp = 424 | m_FightMpRec = 14 | m_XpMax = 0 | m_CostType = [System.Int32[]] | m_Crit = 0 | m_HeivySpellAtt = 0 | m_LevelPhyAtt = 1075 | m_LevelMagAtt = 0 | m_LevelAttSpeed = 37000 | m_PhyLevelShield = 315 | m_MagLevelShield = 170 | m_LevelHp = 13350 | m_HPLevelRec = 102 | m_LevelMp = 10000 | m_MPLevelRec = 115 | m_HeroGroup = [System.Int32[]] | m_HeroTask = [System.Int32[]] | m_mTale = Hero_mTale_423 | nullObj = MobileLegendsTool.TableReader.TableName.Hero_Element | 
m_bError = False | m_ID = 424 | m_mName = Hero_mName_424 | m_SkinId = 1351 | m_PreLoadID = 35 | m_Prefabs = hero_Hilda | m_Size = 0.85 | m_GuideType = 2 | m_Head = Atlas_OneHeroIcon03/HeroHead035 | m_HeadExt =  | m_SmallMap = Hero351 | m_LargeMap = Hero351 | m_SkillList = [System.Int32[][]] | m_Sort = [System.Int32[]] | m_SortIcon = Atlas_BattleSelMode/zhanshi | m_Specialty = [System.Int32[]] | m_AbilityShow = [System.Int32[]] | m_occupation = 2 | m_RecommendEquip = [System.Int32[]] | m_SurvivalHeroSort = 0 | m_SurvivalRecommendEquipType = [System.Int32[][]] | m_RecommendRune = 20001 | m_RecommendSkill = [System.Int32[]] | m_RecommendLevel = [System.Int32[]] | m_HeroVoice = [System.String[]] | m_DeathVoice = [System.String[]] | m_TypeRadius = 31 | m_BaseSpeed = 270 | m_MoveSpeed = 310 | m_BasePhyAtt = 123 | m_BaseMagAtt = 0 | m_AttSpeed = 10525 | m_AttSpeed_show = 0.8 | m_PhyBaseShield = 24 | m_MagBaseShield = 10 | m_BaseHp = 2909 | m_FightHpRec = 42 | m_BaseMp = 0 | m_FightMpRec = 12 | m_XpMax = 0 | m_CostType = [System.Int32[]] | m_Crit = 0 | m_HeivySpellAtt = 0 | m_LevelPhyAtt = 685 | m_LevelMagAtt = 0 | m_LevelAttSpeed = 20000 | m_PhyLevelShield = 350 | m_MagLevelShield = 170 | m_LevelHp = 24000 | m_HPLevelRec = 320 | m_LevelMp = 0 | m_MPLevelRec = 0 | m_HeroGroup = [System.Int32[]] | m_HeroTask = [System.Int32[]] | m_mTale = Hero_mTale_424 | nullObj = MobileLegendsTool.TableReader.TableName.Hero_Element | 
m_bError = False | m_ID = 501 | m_mName = Hero_mName_501 | m_SkinId = 1021 | m_PreLoadID = 2 | m_Prefabs = hero_fuwang | m_Size = 0.8 | m_GuideType = 2 | m_Head = Atlas_HeadIcon/HeroHead002 | m_HeadExt =  | m_SmallMap = Hero021_add | m_LargeMap = Hero021_add | m_SkillList = [System.Int32[][]] | m_Sort = [System.Int32[]] | m_SortIcon = Atlas_BattleSelMode/zhanshi | m_Specialty = [System.Int32[]] | m_AbilityShow = [System.Int32[]] | m_occupation = 2 | m_RecommendEquip = [System.Int32[]] | m_SurvivalHeroSort = 0 | m_SurvivalRecommendEquipType = [System.Int32[][]] | m_RecommendRune = 20001 | m_RecommendSkill = [System.Int32[]] | m_RecommendLevel = [System.Int32[]] | m_HeroVoice = [System.String[]] | m_DeathVoice = [System.String[]] | m_TypeRadius = 25 | m_BaseSpeed = 270 | m_MoveSpeed = 235 | m_BasePhyAtt = 105 | m_BaseMagAtt = 0 | m_AttSpeed = 10625 | m_AttSpeed_show = 0.8 | m_PhyBaseShield = 13 | m_MagBaseShield = 10 | m_BaseHp = 2302 | m_FightHpRec = 32 | m_BaseMp = 570 | m_FightMpRec = 25 | m_XpMax = 0 | m_CostType = [System.Int32[]] | m_Crit = 0 | m_HeivySpellAtt = 0 | m_LevelPhyAtt = 565 | m_LevelMagAtt = 0 | m_LevelAttSpeed = 20000 | m_PhyLevelShield = 315 | m_MagLevelShield = 170 | m_LevelHp = 13000 | m_HPLevelRec = 150 | m_LevelMp = 11000 | m_MPLevelRec = 118 | m_HeroGroup = [System.Int32[]] | m_HeroTask = [System.Int32[]] | m_mTale = Hero_mTale_501 | nullObj = MobileLegendsTool.TableReader.TableName.Hero_Element | 
m_bError = False | m_ID = 502 | m_mName = Hero_mName_502 | m_SkinId = 1061 | m_PreLoadID = 6 | m_Prefabs = hero_snow | m_Size = 0.8 | m_GuideType = 2 | m_Head = Atlas_HeadIcon/HeroHead006 | m_HeadExt =  | m_SmallMap = Hero061_add | m_LargeMap = Hero061_add | m_SkillList = [System.Int32[][]] | m_Sort = [System.Int32[]] | m_SortIcon = Atlas_BattleSelMode/tanke | m_Specialty = [System.Int32[]] | m_AbilityShow = [System.Int32[]] | m_occupation = 1 | m_RecommendEquip = [System.Int32[]] | m_SurvivalHeroSort = 0 | m_SurvivalRecommendEquipType = [System.Int32[][]] | m_RecommendRune = 20001 | m_RecommendSkill = [System.Int32[]] | m_RecommendLevel = [System.Int32[]] | m_HeroVoice = [System.String[]] | m_DeathVoice = [System.String[]] | m_TypeRadius = 25 | m_BaseSpeed = 280 | m_MoveSpeed = 265 | m_BasePhyAtt = 119 | m_BaseMagAtt = 0 | m_AttSpeed = 10325 | m_AttSpeed_show = 0.8 | m_PhyBaseShield = 25 | m_MagBaseShield = 10 | m_BaseHp = 2706 | m_FightHpRec = 42 | m_BaseMp = 450 | m_FightMpRec = 12 | m_XpMax = 0 | m_CostType = [System.Int32[]] | m_Crit = 0 | m_HeivySpellAtt = 0 | m_LevelPhyAtt = 675 | m_LevelMagAtt = 0 | m_LevelAttSpeed = 20000 | m_PhyLevelShield = 530 | m_MagLevelShield = 170 | m_LevelHp = 27200 | m_HPLevelRec = 300 | m_LevelMp = 10000 | m_MPLevelRec = 100 | m_HeroGroup = [System.Int32[]] | m_HeroTask = [System.Int32[]] | m_mTale = Hero_mTale_502 | nullObj = MobileLegendsTool.TableReader.TableName.Hero_Element | 
m_bError = False | m_ID = 503 | m_mName = Hero_mName_503 | m_SkinId = 1151 | m_PreLoadID = 15 | m_Prefabs = hero_eudora | m_Size = 0.75 | m_GuideType = 2 | m_Head = Atlas_HeadIcon/HeroHead015 | m_HeadExt =  | m_SmallMap = Hero151 | m_LargeMap = Hero151 | m_SkillList = [System.Int32[][]] | m_Sort = [System.Int32[]] | m_SortIcon = Atlas_BattleSelMode/fashi | m_Specialty = [System.Int32[]] | m_AbilityShow = [System.Int32[]] | m_occupation = 4 | m_RecommendEquip = [System.Int32[]] | m_SurvivalHeroSort = 0 | m_SurvivalRecommendEquipType = [System.Int32[][]] | m_RecommendRune = 20002 | m_RecommendSkill = [System.Int32[]] | m_RecommendLevel = [System.Int32[]] | m_HeroVoice = [System.String[]] | m_DeathVoice = [System.String[]] | m_TypeRadius = 25 | m_BaseSpeed = 280 | m_MoveSpeed = 250 | m_BasePhyAtt = 107 | m_BaseMagAtt = 0 | m_AttSpeed = 10000 | m_AttSpeed_show = 0.8 | m_PhyBaseShield = 19 | m_MagBaseShield = 10 | m_BaseHp = 2464 | m_FightHpRec = 38 | m_BaseMp = 468 | m_FightMpRec = 16 | m_XpMax = 0 | m_CostType = [System.Int32[]] | m_Crit = 0 | m_HeivySpellAtt = 0 | m_LevelPhyAtt = 535 | m_LevelMagAtt = 0 | m_LevelAttSpeed = 10000 | m_PhyLevelShield = 332 | m_MagLevelShield = 170 | m_LevelHp = 14250 | m_HPLevelRec = 161 | m_LevelMp = 10500 | m_MPLevelRec = 90 | m_HeroGroup = [System.Int32[]] | m_HeroTask = [System.Int32[]] | m_mTale = Hero_mTale_503 | nullObj = MobileLegendsTool.TableReader.TableName.Hero_Element | 
